job_title,job_skills,company,job_location,job_level,job_type
Database Administrator,"DB2, Sybase ASE, Oracle, SQL Server, Unix, Perl, PowerShell, SQL, GIT, Veritas Cluster, LDAP, Kerberos, Windows 2K/2003/R2, Query Patroller, IBM MTK, DBArtisan, DB2TS, SYTS, Oracle Assist, SQL Assist, DBAP, TAM, KUU, AFS, VMS, Train, RDBMS, Database Automation, SelfService Tools, Troubleshooting, Performance Monitoring, Liaison with Business Users, System Users, Proactive and Reactive Management, Support, Bachelor of Engineering",Zealogics Inc,"Alpharetta, GA",Mid senior,Onsite
Senior Data Engineer,"Data Engineering, Data Analytics, Data Science, Product Management, Machine Learning, Causal Inference, Experimentation, Python, Pandas, Numpy, SQL, ETL, Data Pipelines, Workflow Management, Stitch, Fivetran, Airflow, Massively Parallel Processing, Google Bigquery, Snowflake, Redshift, Mathematics, Statistics, Economics, Computer Science, Startup Environment, Tech, Payments, Crypto, Blockchain, FullStack, Coding, Modeling Theory, Independent Work",Lightspark,"Culver City, CA",Mid senior,Onsite
Business Data Analyst I,"Data Analytics, Data Visualization, Data Modeling, Data Gathering, Predictive Modeling, Forecasting, Automation, Reporting, Communication, ProblemSolving, Financial Modeling, Data Structure, Spreadsheets, Databases, Business Casual Environment, Teamwork, Associate Development, Training, Continuous Improvement, Competitive Wages, Insurance Benefits, 401K Plan, Paid Vacation, Holidays",DHL Supply Chain,"Lockbourne, OH",Mid senior,Onsite
Data Analyst III,"Programming Languages: R SAS SQL Python VBA, Statistical Theory, Mathematical Distributions, Data Collection Tools, Conditional Logic, Feedback Processes, Project Management, Mentoring, Bachelor's Degree, Associate's Degree, Work Experience, Physical Requirements, Environmental Factors, Personal Protective Equipment",Emory Healthcare,"Atlanta, GA",Mid senior,Onsite
Senior Data Analyst,"Data Warehousing, ETL, Reporting, BI solutions, Data security, Access policy standards, SQL, Query development, Data visualizations, Google Dashboards, Data Studio, Looker, Tableau, Dremel/F1, BigQuery, PLX, R, SciPy, SAS, Analytical models, Google Sheets, Excel, Problemsolving, Project management, Team collaboration, Organizational skills, HTML, Apps Script, Javascript, Python, Unix Shell Scripting",NorthPoint Search Group,"Roswell, GA",Mid senior,Onsite
Data Analyst (Temporary),"Data analytics, Data solution design, Data quality and integrity, Alteryx Designer/Gallery/Power BI, SQL, Tableau, HiPort, HiPortfolio, Data Warehouse, Agile, Project management, Communication, Negotiation, Conflict resolution, Innovation, Collaboration, Team work, Strategic thinking, Pro activeness, IT, Business",BNP Paribas,Greater Sydney Area,Mid senior,Onsite
Senior Data Engineer,"AWS, Azure, Snowflake, Databricks, SQL, Informatica, Python, DBT, Fivetran, Coalesce, PySpark, Kafka, Glue, Apache Iceberg, MongoDB",Simplyai,"Sydney, New South Wales, Australia",Mid senior,Onsite
Database Administrator,"SQL Server, Database Administration, TSQL, SSIS, SQL Server Availability Groups, Database Security, Database Backup and Recovery, Performance Monitoring, Database Programming, Scripting, Communication Skills, Organization Skills, Teamwork, Troubleshooting, Analytical Skills, Continuous Improvement, New Ideas, Relational and Dimensional Data Modeling, Data or ComputerRelated Field, Statistics, Data Science, Data Mining, Microsoft SQL Server, 401(k) Plan, 401(k) Matching Contributions, Employee Assistance Program (EAP), Medical Insurance, Prescription Insurance, Dental Insurance, Vision Insurance, Vacation Time, Paid Holidays, Salary Continuance, LongTerm Disability Insurance, Life Insurance, Dependent Life Insurance, AD&D Insurance, Voluntary Term Life Insurance","MJ Holding Company, LLC","Bridgeview, IL",Associate,Onsite
Onsite Work - Need Data Security Analyst in Austin TX,"Digital Guardian DLP, Incident response, Network security, Cybersecurity, Privacy, Systems administration, Critical infrastructure, Information technology, PII data security standards, PCI data security standards, PHI data security standards, Information classification, Information compromise, Testing, Systems integration, Test plans, Hardware, Software, Compliance, Requirements, Specifications",Steneral Consulting,"Austin, TX",Associate,Onsite
Database Administrator - Active Secret Clearance,"Database Administration, SQL, Data Analytics, Agile, Database Design, Data Security, DevOps, Amazon RDS (PostgreSQL), Amazon Redshift (Redshift Spectrum), RedHat, Ubuntu Linux, AWS database services, AWS Glue, ETL Processing, Lambda, MySQL, Oracle, ServiceOriented Architecture (SOA), Objectoriented principles, Computer Science, Computer Engineering, Computer Information Systems, Computer Systems Engineering, DoD 8570.1 IAT Level I or II, SAFe, Linux, AWS",EPIC SYSTEMS INC,"Dulles, VA",Mid senior,Onsite
Sr. Data Engineer,"SQL, Python/Pyspark, Databricks, Synapse Analytics, Agile SDLC, ServiceNow, Azure, AWS, Google",Diverse Lynx,"Providence County, RI",Mid senior,Onsite
Senior SQL Database Administrator,"SQL, ETL, SSIS, SSRS, Oracle, Informix, Access, Excel, Flat files, Windows, Database design, Database coding, Database troubleshooting, Database repair, Database activity monitoring, Database backup/restoration, Database performance tuning, SQL Server security, Active Directory, Disaster Recovery, MS Word, Excel, PowerPoint, Project, Visio, Windows Server platforms, Moderate Risk Background Investigation (MBI) security clearance, Business applications, Database implementation, Data Center, Contact Recording System, SQL Server Cluster Service, SQL Server High Availability function, SQL server connectivity, SQL server tasks assignment, Contact center concepts, Contact center technology, Contact center terminology, Contact Data Center environment, Data reporting, Data processing, Data resources, Vulnerability assessment, Remediation","Potomac Management Solutions, LLC","New Carrollton, MD",Mid senior,Onsite
Database Administrator,"Database Administration, Data Analysis, Data Warehousing, API Programming, Data Systems, Data Workflows, Data Processes, Data Capabilities, Student Information System, Learning Management System, Data Governance Policies, Data Management, Data Innovation, Data Research, Data Insights, Equity, Inclusion, IT Systems, IT Services, Data Culture, Data Integration, Data Reports, Dashboards, Data Visualizations, Database Troubleshooting, Database Vendors, Database Research, Database Evaluation, Database Proposals, Training Materials, User Training, Computer Science, Information Systems, Database Management, Excel, Looker Studio, Crystal Reports, SQL, Blackbaud, Organizational Skills, Analytical Skills, ProblemSolving Skills, Collaboration, Communication, Professionalism, Flexibility, Academic Environment, Educational Organization",North Shore Country Day School,"Winnetka, IL",Associate,Onsite
Senior Cloud Database Engineer,"Database automation, CloudFormation, YML, Vault, Bitbucket, Artifactory, CloudWatch, Python, PowerShell, Shell Scripting, Ansible, Terraform, Go, Ruby, Perl, Jenkins, Jenkins Core, Concourse, Cloud DevOps, Infrastructure as code, Git, Relational SQL, Distributed SQL, Agile software development, Agile, Communication, Highquality code, Learning new cloud technologies, Teamwork, Analytical skills, Research, Data verification, Globally distributed teams",Mastech Digital,"Durham, NC",Mid senior,Onsite
Data Analyst I,"Communication skills, Data analysis, Fraud investigation, Multitasking, Datadriven decision making, SQL, Digital video skills, Investigation experience",Robert Half,"Minneapolis, MN",Mid senior,Onsite
Intelligence Data Analyst,"Intelligence Analysis, Data Analysis, Pattern recognition, Trend analysis, Relationship identification, Esri ARC GIS, Python, Advanced analytical techniques, Data reliability assessment, Data accuracy assessment, Data relevance assessment, Database development, Data model development, Analytical framework development, Data retrieval, Collaboration, Report preparation, Briefing preparation, Presentation preparation, Stakeholder communication, Threat monitoring, Development monitoring, Geopolitical event monitoring, Intelligence assessment support, Forecasting support, Intelligence analysis methodology updates, Intelligence analysis tool updates, Intelligence analysis technology updates, Legal compliance, Ethical compliance, Intelligence Analyst experience, Data Analyst experience, Intelligence analysis methodologies, Intelligence analysis concepts, Intelligence analysis techniques, Data analysis proficiency, Data mining proficiency, Statistical techniques proficiency, Python, R, Intelligence analysis tools, Intelligence analysis software, Geospatial tools, Intelligence data collection, Intelligence data organization, Intelligence data analysis, Analytical thinking, Problemsolving, Critical reasoning, Written communication, Verbal communication, Complex information conveyance, Detailoriented, Accuracy, Completeness, Independent work, Team work, Multiple priority management, Deadline meeting, UK Security Clearance (5 years in the UK)",Prevail Partners Limited,"London, England, United Kingdom",Mid senior,Onsite
Data Engineer,"Database engineering, Data management, Data architecture, Data storage, Data indexing, Data access, Data modeling, Postgres, SQL, PL/pgSQL, Agile, AWS, RDBMS, Elasticsearch, Linux, Security+, Hadoop, EMR, CentOS, Cameo, NoSQL",NR Consulting,"Herndon, VA",Mid senior,Onsite
ANALYST SENIOR DATA STRATEGIES,"Data analysis, Business intelligence, SQL, MicroStrategy, Cognos, Relational databases, Statistical modeling, Machine learning, Data visualization, Presentation skills, Communication skills, Problemsolving skills, Critical thinking skills, Bachelor's degree in quantitative field, 3+ years of experience in relational database analysis, Proficiency in Microsoft Excel, Attention to detail, Ability to work under pressure, Ability to obtain/maintain necessary licenses and certifications",Boyd Gaming,"Las Vegas, NV",Mid senior,Onsite
Lead Data Engineer-DE,"Java, Scala, Python, Spark, S3, Glue, Redshift, SQL, NoSql Database, Data masking, API calls, Secure data transfer, Agile methodologies",Zortech Solutions,"Scottsdale, AZ",Mid senior,Onsite
Data Engineer SME (2021-0181),"Data Pipeline Architecture, Data Extraction Transformation Loading (ETL), AWS, SQL, NiFi, Kafka, Spark, Hadoop, Cassandra, PostgreSQL, Airflow, Luigi, Azkaban, Redshift, RDS, EMR, EC2, SparkStreaming, Storm, Scala, C++, Java, Python, Pentahoe, Apache NiFi, TS/SCI Clearance, Polygraph, Bachelor's Degree in Information Systems Informatics Statistics Computer Science or Software Engineering, Ability to Build and Optimize Data Sets 'Big Data' Data Pipelines and Architectures, Ability to Perform Root Cause Analysis on External and Internal Processes and Data, Excellent Analytic Skills Associated with Working on Unstructured Datasets, Ability to Build Processes that Support Data Transformation Workload Management Data Structures Dependency and Metadata, Minimum of Five Years of Experience Using Some of the Below Software and Tools",Acclaim Technical Services,"Chantilly, VA",Mid senior,Onsite
Volunteer: Salesforce Data Entry and Organization Volunteer,"Salesforce, Data Entry, Financial Data Entry, Data Collection, Data Management, Data Analysis",Nonprofits First,"Houston, TX",Associate,Onsite
Senior Data Analyst - Mayor's Office of Employment Development,"R programming, Power BI, Microsoft Excel, Data system development, Public speaking, Presentation, SQL, Statistics, Public databases, Workforce development, Public administration, Public policy, SharePoint, Power Automate, Census, Bureau of Labor Statistics, Data analysis, Computer systems, Research, Public program management, Administration of human services, Employment and training programs, Mathematics, Data science, Statistics, Computer science, Economics, Business analytics, Information systems, Public administration",City of Baltimore,"Baltimore, MD",Mid senior,Onsite
Database Administrator,"DB2, AWS EC2, Linux, CloudWatch, Informatica, ETL, CDC, Replications, Database Administration, Database Management, Database Optimization, AWS certification, Informatica certification","IDR, Inc.","Chicago, IL",Mid senior,Onsite
Data Security Analyst,"Data Security, Risk Assessment, Vulnerability Assessment, Security Architecture, Information Security, Incident Response, Education and Training, Web Application Security, Cloud Security, Compliance, Security Incident Management, Security Information and Event Management (SIEM), Threat Intelligence, Security Operations Center (SOC), Security Awareness Training, Security Policy Development, Access Control, Data Encryption","The Timberline Group, LLC","St Louis, MO",Mid senior,Onsite
"Data Analyst - 3 positions _ Deerfield Beach, FL Corporate (Hybrid)","Data Analysis, Data Extraction, Data Retrieval, SQL, Data Integration, Data Mapping, Data Lineage, Data Documentation, Knowledge Management, Business Process Analysis, Data Visualization, Communication Skills, Problem Solving, Windows, SAS (Optional), COBOL (Optional), DB2 (Optional), Informatica (Optional)",Ekodus,"Deerfield Beach, FL",Mid senior,Onsite
Senior Data Engineer,"Data Platform, Data Pipeline, Data Transport, Hadoop, Spark, MapReduce, YARN, HDFS, Hive, Spark, Presto, Pig, HBase, Parquet, Python, Ruby, Bash, SQL, MySQL, PostgreSQL, SqlServer, Oracle, Airflow, Oozie, Azkaban, UC4, Data Analytics, Workflow Management Tools, SQL Tuning, Coding, Data Modeling, Data Schema, UC4, Data Quality Systems, Data Consistency, SelfService Data Pipeline Management (ETL), Data Processing Performance, SQL Languages, Code Reviews, Communication, Collaboration, Team Work",Lyft,"San Francisco, CA",Mid senior,Onsite
Data Analyst - Power BI / SQL Server - Inside IR35,"Power BI, SQL, Data Analysis, DataDriven DecisionMaking, Actionable Insights, Data Extraction, Data Manipulation, Business Needs, Analytical Skills, Communication Skills, Bachelor's Degree in Data Science, Statistics, Related Field, Enhanced DBS Check",Intellect UK Group Limited,"Sheffield, England, United Kingdom",Mid senior,Onsite
SAP Material Master Data analyst,"SAP MM, SAP S/4, SAP MDG, ABAP, Agile, SAFe, Data modeling, Data conversion, Cutover, Production support, Incident management, Problem management, Performance analysis, Requirements gathering, Design, Testing, Configuration, Functional unit testing, FITGAP analysis, Data security, Nike standards, Crossfunctional collaboration, Regional coordination, Partner collaboration, Feasibility assessment, Architecture design, Tools and concepts, Ad hoc changes, Documentation, Functional testing, Bug fixing, Mock work, Data conversion, Golive, Incident management, Problem management, SAFe methodology, Report generation, Performance analysis, Bachelor's degree in IT Materials Management, 8+ years of experience in SAP Master Data, Domain and business process knowledge in SAP AFS or SAP Retail, SAP S/4 & SAP MDG implementation knowledge, Handson experience in SAP Material master implementation, SAP Material Master configuration knowledge in Materials Management, Programming knowledge (ABAP), Handson experience in using testing and Agile tools, Background/Experience in SAFe, Experience working on largescale global projects, Experience working with virtual teams and crossfunctional partners, Experience working with offshore/near shore team",Wise Skulls,"Hillsboro, OR",Mid senior,Onsite
Senior Data Analyst,"Data Science, Business Analytics, Data Analysis, Data Modeling, Data Manipulation, Data Visualization, Business DecisionMaking, Data Gathering, Analytical Solutions, Reporting, Dashboards, Analytical Methodologies, Industry Trends, Emerging Technologies, SQL, Python, Tableau, TSQL, Master's Degree, Business Analytics Experience, Retail Sector Experience, Dashboard Prototyping, Data Transformation, Telecommuter",Target,"Minneapolis, MN",Mid senior,Onsite
"Data Analyst (Bangkok Based, relocation provided)","Data Analysis, SQL, Data Analytics, Python, Data Mining, Data Science, R, Tableau, Analytical Skills, Data Visualization, Databases, Business Analysis, Business Intelligence, Microsoft SQL Server, Machine Learning, Statistics, Microsoft Power BI, Java, Finance, Shopee, Traveloka, Google, Facebook, Ctrip, Trip.com, MakeMyTrip, Grab, Amazon, Pandas, Artificial Intelligence, Information Technology, Capital One, Accenture, Upwork, Deloitte, McKinsey, Bain, Microsoft, Uber, Lyft, Gojek, Lazada, Alibaba, Shopify, Expedia, Skyscanner",Agoda,"Denver, CO",Associate,Onsite
Business Data Analyst,"Data analysis, Data mining, Business intelligence, Dashboard development, KPI development, Data visualization, SQL, MS Access, MS Excel, Mathematical skills, Data management, Data governance, Project management, Trend analysis, Statistical modeling, Data management systems, Geographical information systems",South Carolina Federal Credit Union,"North Charleston, SC",Associate,Onsite
Senior Statistical Data Analyst - Cancer Center Biostatistics Core,"Data Analysis, Data Management, Statistical Packages, SAS, Clinical Trials, Epidemiological Studies, Data Base Design, Data Entry Systems, Statistical Consulting, Leadership, Verbal Communication, Written Communication, Interpersonal Communication, Organization, Bachelor's Degree, Statistics, Computer Science, PC/UNIX, PreEmployment Screening, Criminal Background Check, Drug Screen, Employment and Education Verification, Physical Examination, Vaccinations, Governmental Registry Checks, 403(b) Retirement Savings Plan, Wellness Challenges, Health Screenings, Mental Health Resources, Mindfulness Programs, Employee Assistance Program, Financial Resources, Dependent UndergraduateLevel College Tuition",Washington University in St. Louis,"St Louis, MO",Mid senior,Onsite
"Data Analyst (Bangkok Based, relocation provided)","Data analysis, Data analytics, SQL, Python, R, Tableau, Data visualization, Data mining, Data science, Statistics, Machine learning, Business analysis, Business intelligence, Microsoft SQL Server, Microsoft Power BI, Java, Finance, Pandas, Artificial intelligence, Information technology, Exposure to one or more data analysis packages or databases, Proficiency in Excel, Intellectual curiosity and analytical skills, Bachelor’s Degree or higher from top university in a quantitative subject, Ability to communicate fluently in English, Exposure to one or more data analysis packages or databases, Good numerical reasoning skills",Agoda,"Houston, TX",Associate,Onsite
Data Analytics Analyst,"Data Analytics, Business Intelligence, Tableau, MicroStrategy, PowerBI, SQL, R, Python, Excel, PowerPoint, Data Science, Financial Planning and Analysis (FP&A), Business Analysis, Statistics, Metrics, Dashboards, Management Reporting, KPI's, Data Requirements, Data Sources, Data Methodologies, Data Visualization, Data Interpretation, Problem Solving, Decision Making, Communication, Teamwork, Collaboration, Project Management, Time Management, Attention to Detail, Adaptability, Flexibility, Analytical Thinking, Critical Thinking, Creativity, Innovation, Leadership, Motivation, Passion","CKE Restaurants, Inc.","Franklin, TN",Associate,Onsite
Cloud Support Engineer-Database,"AWS, Cloud Computing, Troubleshooting, Customer Support, Linux, Windows, HTTP/s, TCP/IP, DNS, OSI, Routing, Switching, Firewalls, LAN, WAN, Traceroute, iperf, Dig, CURL, MySQL, Oracle, PostgreSQL, MariaDB, SQL Server, Amazon Aurora, Performance Tuning, Monitoring, Alarming, Database Migrations, Cloud Security, UNIX Shell, Python, R, Ruby, GO, Java, .NET (C#), JavaScript, Software Development, Technical Support, System Administration, Bachelor's Degree, Engineering, Computer Science, Mathematics, Related Field, 1+ Year Related Professional Experience, Military Experience",Amazon Web Services (AWS),"Seattle, WA",Associate,Onsite
Network Data and Reporting Analyst,"Data Analysis, Network Operations, Tableau, Data Models, Data Transformation, Data Retention, Dashboards, Business Needs, Stakeholder Requirements, Integration Solutions, Common Data Models, Key Performance Indicators (KPIs), Report Solutions, Data Architecture, Database of Records, Data Points, Bachelor's Degree, Data Analytics, Visualization Platforms, Mathematical Skills, Data Collection, Data Organization, Data Analysis, Statistics, Statistical Packages, Excel, SPSS, SAS, Data Set Analysis, Programming Languages, SQL, Python, Splunk, ServiceNow, Wireless Network Data Analytics, Reporting Packages, Business Objects, Javascript, XML, ETL Frameworks, Databases",Boldyn Networks,"Las Vegas, NV",Mid senior,Onsite
"Volunteer: Data Entry, Accounting, Business Office Volunteer- Maple Valley, WA location","Data entry, Accounting, Attention to detail, Basic data entry tasks, Microsoft Office, VolunteerMatch, LinkedIn for Good",VolunteerMatch,"Maple Valley, WA",Associate,Onsite
Marketing Data Analyst,"Cloud SaaS, Datadriven decision making, Marketing analytics, Business intelligence tools, Customer and monetization trends, Marketing campaign performance, Amazon RDS data warehouse, Customer relationship management (CRM) software, Hubspot, Salesforce, SQL, Python, Gainsight, B2B marketing, Lead generation, Nurture streams, Customer lifecycle marketing, Emerging growth marketing technologies, Remote teams, Business partner collaboration, Dashboards, Reports, KPIs, OKRs, Technologies and automations, Data analysis, Customer usage, Monetization data, Marketing leadership decision making, Marketing strategy, Customer expansion, Retention, Sales",Responsive,"Portland, OR",Mid senior,Onsite
Health Data Analyst,"SQL, Statistical methods, Analytical methods, Python, DBT, Databrick, Snowflake, AWS, Unit tests, Data quality, Valuedriven payment arrangements, Healthcare financial models, Provider quality measurement strategies, Datadriven insights, Population management, Decision making, Patient outcomes, Product roadmap, Analytics methodology, Tooling maturity, Scalable healthcare solutions, Reusable healthcarebased logic, Valuebased payment solutions, Quantitative fields, Engineering fields, Statistics, Economics, Mathematics, Health/Medical Informatics, Computer Science, Healthcare data, Client program logic, Nuna’s implementation, Nuna’s products, Customer needs, Metrics, Analytical approaches, Valuebased healthcare solutions, Bachelor’s degree, 3+ years of experience, Healthcare data, Strong communication skills, Keen attention to detail, Deadline driven",Nuna Inc.,"San Francisco, CA",Mid senior,Onsite
Data entry or Business Analyst,"Data entry, Business analyst, Healthcare, Public health, Data management, Person deduplication, Accruint, LexisNexis, Case level deduplication, Data elements, Informatics, Backlog management, Remote work",PTS Consulting Services Global,"Hartford, CT",Mid senior,Onsite
Database Administrator,"Database Administration, Oracle 11G, Unix/Linux, Data warehousing, Data structures, Data strategies, Database performance, Disaster recovery, Storage strategies, Failover plans, Oracle production environment","IDR, Inc.","Atlanta, GA",Mid senior,Onsite
Data Analyst Trainer,"Python, SQL, Data analytics, Machine Learning concepts and frameworks, Coaching, Mentoring, Communication, Teaching, Presentation, Curriculum development, Unified learning experience",FIND | Creating Futures,"England, United Kingdom",Mid senior,Onsite
Lead Data Analyst,"Statistical Analysis, Quantitative Analysis, Advanced Statistical Modelling, Data Visualization, Business Intelligence Tools, Tableau, Bachelors Degree, Advanced Degree, Analytical or Quantitative Focus, Resourceful Thought Leadership, Validation of Results, Business Needs, CrossFunctional Leadership, DataRelated Requirements, Strategy Creation and Management, Business Results",Anton Murray Consulting,"Sydney, New South Wales, Australia",Mid senior,Onsite
Data Analyst III,"Data Analytics, Project Management, Data Extraction, Data Visualization Tools, Relational Database Management, Bachelor's degree in relevant field, 3 years of experience in data analytics, Proficiency in using data extraction tools, Proficiency in using data visualization tools, Proficiency in managing relational databases, Ability to manage projects from initiation to completion, Ability to communicate effectively with technical and nontechnical stakeholders, Ability to work independently and as part of a team",Kaiser Permanente,"Tustin, CA",Mid senior,Onsite
Database Developer,"AWS, Elasticsearch, Apache Spark, Scala, ETL, DevOps, GitHub, Subversion, Jenkins, Maven, Artifactory, Web stack technologies, Web UI, Business Logic, Database layer, Financial data sets, MapReduce, Java, SpringBoot, Apache Tomcat, Hadoop, SOLR, JDBC, ANT, Active Directory, LDAP, Regex, SQL, JSON, JIRA, Agile, SDLC, Security accreditation, Enterprise software development, LDAP integration, PKI integration, Web services, APIs, JavaScript, Angular JS, EXTJS",J5 Consulting,"McLean, VA",Mid senior,Onsite
Data Engineer,"Data Engineering, Dynamics CRM, Business Intelligence, BI Dashboards, SQL, Data Manipulation, Data Analysis, Data Accuracy, Data Integrity, Project Management, Data Processes, Data Solutions, Data Warehousing, ETL Processes, Cloud Computing, Big Data Technologies, DetailOriented, Analytical Skills, ProblemSolving Skills, Communication Skills, Interpersonal Skills, Teamwork, Leadership, Adaptability, Learning Agility, Integrity, Respect, Customer Focus, Excellence, Innovation, Passion, Energy, Fun, 401k, Health Insurance, Wellness Program, Career Advancement",Crane Engineering,"Appleton, WI",Mid senior,Onsite
"Lead Data Analyst, Power BI","Microsoft Office Suite, SAP, Hyperion, Tableau, Data Strategy, Data Visualization, Power BI, Data Architecture, Data Governance, ERP Systems, Financial/Analytics System, Systems and Finance Industry, Financial Reporting, Data Analysis, Business Intelligence, Data Mining, Data Modeling, Data Warehousing, Data Integration, Data Cleaning, Reporting, Automation",Strive Health,"Minneapolis, MN",Mid senior,Onsite
Data Analyst 3,"SQL, Hadoop, Cloud, Statistics, A/B Testing, Data Analytics, Business Intelligence, Tableau, Dashboards, Communication, Healthcare, Retirement Savings, Insurance, Employee Assistance",Russell Tobin,"San Francisco, CA",Mid senior,Onsite
Data Engineer - 2,"Data Pipelines, Data Architecture, ETL, Python, Data Warehouse, SQL, R, Disparate Data Sets, Legislative/Regulatory/Economic/Geospatial Data, Data Visualization, Machine Learning Models, Complex Technical Concepts, Technical and Departmental Stakeholders, Complex and Big Data Systems, Creative and Nuanced Perspective, SelfService and Initiative, Technical Questions",SPECTRAFORCE,"Portland, OR",Mid senior,Onsite
Marketplace Data Analyst #: 23-07210,"Tableau, Data Management, Microsoft Access, Database Design, Data Ingestion Tools, MS Office Suite, Data Quality Control, Data Troubleshooting, Data Attributing, Report Generation, Data Warehousing, Data Analytics, Data Visualization, Data Integration, Report Programming, Report Formatting, Data Generators, Information Portals, Report Specifications",HireTalent - Diversity Staffing & Recruiting Firm,"Beaverton, OR",Mid senior,Onsite
Geospatial Database Specialist,"TS/SCI with CI Poly, BS in Engineering Computer Science or related field, DOD 8140 (8570) IAM or IAT Level II Certification, Database administration, Data analysis, Database design, Database development, SQL, PostgreSQL, Database schemas, Relational database development, AWS database services, Atlassian Suite of tools, Verbal and written communication, Collaboration, ESRI Database tools and technologies, Cloud technologies, AWS Certified Database Specialty, ICITE or DCGSA Cloud concepts and architectures, Agile software development project methodologies, Architecture, Management, Maintenance, Backup/recovery, Security, Daytoday support, Installation, Upgrade support, Monitoring, Logging, Resolving, Database performance issues, Response times, Alert logs, Trace files, Failures, Free space, Deploying, Critical patch updates, Security patches, Governmentapproved deployment, Mitigation schedules, Hardened infrastructures",Bee Talent Solutions,"Aurora, CO",Mid senior,Onsite
Data Entry Specialist,"Windows XP, Internet Explorer, Microsoft Word/Office, Sojourner House MOMS, Data analysis, Data entry, Data management, Data quality control, Quality improvement, Database maintenance, Client service, Paperwork management, Policy and procedure compliance, Confidentiality, Problemsolving, Communication, Teamwork, High School Diploma, Associates Degree, Act 33/34 clearances, Health assessment, CPR/first aid certification, Driver's license, HMIS Input, PA WITTS Input, DQR monthly reviews/updates, Monthly rent and rental agreements, Client served report, Client contact sheet, Intake packets preparation, Supplies ordering","Sojourner House, Inc.","Pittsburgh, PA",Mid senior,Onsite
"Data Analyst (Bangkok Based, relocation provided)","data visualization, machine learning, artificial intelligence, SQL, R, Python, Java, data representation, data analysis, data mining, data science, analytics, analytical skills, data visualization, databases, business analysis, business intelligence, Microsoft SQL Server, statistics, Microsoft Power BI, pandas (software), information technology, Google, Facebook, Shopee, Traveloka, Ctrip, Trip.com, MakeMyTrip, Grab, Amazon, Expedia, Skyscanner, Bachelor's Degree in quantitative subject, Fluency in English, Exposure to data analysis packages/databases, Good numerical reasoning skills, Proficiency in Excel, Intellectual curiosity, Analytical skills, Experience in digital marketing, Academic research experience",Agoda,"Melbourne, Victoria, Australia",Associate,Onsite
BUSINESS DATA ANALYST,"Data Analysis, Business Intelligence, Tableau Desktop, Tableau Server, Power BI, Microsoft Management Studio, SQL, DevOps, Alteryx, Power Apps, Excel, SQL, Analytical Methods, Business Acumen, Programming Languages, Tableau Desktop Developer, Tableau Server Developer, Power BI Developer",Carter Machinery,"Rosedale, MD",Mid senior,Onsite
Data Analyst III,"Cloud services, Platforms, Largescale internet services, Cloud and/or infrastructure, Financial team, Operational analytics, Cloud computing infrastructure, 3PC cloud (GCP/AWS), Networking, GPU / TPU, SQL, Excel, Tableau, Python, R, Operational management skills, Engineering, Nonengineering groups, Matrix organization, Written communication, Verbal communication, Bachelor's degree, Engineering, Computer science, Quantitative competence",WinMax,"Seattle, WA",Associate,Onsite
"Data Analyst (Bangkok Based, relocation provided)","data analytics, data representation, data analysis, sql, data mining, data science, python (programming language), r (programming language), tableau, analytical skills, data visualization, databases, business analysis, business intelligence (bi), microsoft sql server, machine learning, statistics, microsoft power bi, java, finance, data mining, data science, business analysis, website analytics, digital marketing, google analytics",Agoda,"Austin, TX",Associate,Onsite
Database Admin,"Oracle, Database, Administration, Performance Tuning, Troubleshooting, Security, Automation, Scripting, ETL, Middleware, Oncall Support",Stellar Professionals,"Tennessee, United States",Mid senior,Onsite
Cloud Database Developer or Senior Cloud Database Developer,"AWS Aurora, AWS Redshift, AWS Glue, AWS Athena, AWS S3, SQL, PL/SQL, Oracle, PostgreSQL, Version Control, Relational Database Design, Jira, Data Migration, Data Loading, Data Maintenance, Security Policy, Bash Console, Unit Testing, Infrastructure as Code, Terraform, Flyway, Ansible, GitLab, Bitbucket, DDL, DML",Federal Reserve Bank of Cleveland,"Cleveland, OH",Mid senior,Onsite
Quant Data Engineer - Macro Hedge Fund,"Python, ETL, Spark, Airflow, AWS, Data engineering, Finance, STEM, Cloud, Bespoke platform, Greenfield build, Large scale datasets, Market data providers, 23 years experience",Paragon Alpha - Hedge Fund Talent Business,"London, England, United Kingdom",Mid senior,Onsite
Senior Statistical Data Analyst - Biostatistics,"Database management, Data harmonization, Data sharing, Data analysis, Statistical packages, Experimental design, Clinical trials, Epidemiological studies, Project management, Data quality control, Research coordination, Research administration, Scheduling, Tracking, Recruitment, Manuscript preparation, Biostatistics, Statistics, Informatics, Computer science, Database design, PC/UNIX, SAS, R, Python, REDCap, EDC systems, Verbal communication, Written communication, Interpersonal communication, Organization, Bachelor's degree, Related experience, College education",Washington University in St. Louis,"St Louis, MO",Mid senior,Onsite
Database Administrator,"Database Administration, Data Pipelining, Database Troubleshooting, Database Security, Database Backup and Recovery, Database Performance Monitoring, Database Optimization, Database Server Specification, SQL, MySQL, DynamoDB, Amazon RDS, Aurora, S3, Database Disaster Recovery Planning, Complex Database Problem Solving, Team Player, FastPaced Environment, AWS Development, Computer Science, Mathematics",TCWGlobal (formerly TargetCW),"San Diego, CA",Mid senior,Onsite
